Page,Product Name,Current Price,Original Price,Discount,Rating Score,Ratings Count,Reviews Count,Highlights
8,"Godrej 8 kg 5 Star, With Soft Shut Wash Lid, Tri Roto Scrub Pulsator With Stainless Steel Wash and Spi...","₹13,990","₹21,460",34% off,4.2,636,52,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years on Wash Motor
8,"Haier 9 kg Oxyi Dry Technology, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi A...","₹11,990","₹19,000",36% off,4.3,6591,397,1300 rpm Max Speed | 5 Star Rating | 3 Years Warranty on product and 5 Years Warranty on Motor
8,MarQ by Flipkart 6.5 kg Fully Automatic Top Load Washing Machine Grey,"₹11,290","₹18,990",40% off,4.1,2274,297,700 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor
8,"Samsung 7 kg 5 star, EcoBubble Technology, Hygiene Steam Digital Inverter Fully Automatic Front Load W...","₹29,370","₹49,990",41% off,4.3,25134,1735,1200 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 20 Years Warranty on Digital Inverter Motor
8,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Lo...","₹13,990","₹27,300",48% off,4.2,9824,678,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
8,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...","₹10,490","₹12,800",18% off,4.4,41641,2713,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor
8,"Samsung 12 kg 5 star, Eco Bubble Technology, AI Control , Wi-Fi Enabled , Digital Inverter Motor, Hygi...","₹56,990","₹73,990",22% off,4.4,747,79,"1400 RPM Max Speed | 5 Star Rating | With Wi-Fi Connectivity | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
8,Whirlpool 10 kg Bloomwash Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹23,990","₹31,200",23% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor & Prime Mover
8,"Samsung 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹19,490","₹27,000",27% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
8,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,490","₹23,250",24% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor
8,"Godrej 8 kg With AI Tech, Steam Wash, Fully Automatic Front Load Washing Machine Grey","₹28,990","₹51,000",43% off,4,1260,125,1200 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
8,Godrej 8 kg Inbuilt Heater with Unbalanced Load Sensing Fully Automatic Top Load Washing Machine with ...,"₹18,790","₹34,000",44% off,3.9,37,2,700 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
8,"Voltas Beko 11 kg Fully Automatic Top Load Washing Machine with In-built Heater Black, Grey","₹20,999","₹47,990",56% off,4.2,2445,163,700 rpm Max Speed | 5 Star Rating | With In-Built Heater | 1 Year Comprehensive Warranty on Product and 5 Years Warranty on Motor
8,BOSCH 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹34,490","₹59,990",42% off,4.3,12868,942,1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Year Warranty on Motor
8,"Samsung 10 kg 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Soft Closing Door, Wi-Fi, Digital I...","₹25,990","₹33,990",23% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 Years comprehensive warranty on product, 20 Years warranty on Digital Inverter Motor."
8,"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹33,990","₹45,990",26% off,4.3,28925,2208,"1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
8,"Haier 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Blue","₹27,990","₹45,000",37% off,4.3,2844,298,1200 rpm Max Speed | 5 Star Rating | With In-Built Heater | 5 Years Warranty on Product and 12 Years Warranty on Motor
8,InnoQ 7.5 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automa...,"₹7,390","₹18,990",61% off,4.2,3100,386,"1500 rpm Max Speed | 5 Star Rating | 1 Years Comprehensive , 2 Year Motor & Free Extended Warranty"
8,"IFB 9 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹36,490","₹48,990",25% off,4.3,28925,2208,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
8,"Samsung 9 kg 5 Star, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam, Digital Inverter Motor Fully Aut...","₹37,990","₹50,990",25% off,4.3,25134,1735,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 2 Years Comprehensive Warranty on Product, 20 Years warranty on Digital Inverter Motor."
9,TCL 7.5 kg Digital Inverter Motor| 1400 RPM | Fully Automatic Front Load Washing Machine with In-built...,"₹21,990","₹39,990",45% off,4,302,52,1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
9,"realme TechLife 8.5 kg 5 Star, Touch Screen Panel with Anti-Bacterial (Silver+ Wash) Fully Automatic T...","₹14,290","₹26,990",47% off,4.1,29068,2675,700 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive and 5 Years on Wash Motor
9,InnoQ 7.5 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automa...,"₹7,295","₹18,990",61% off,4.2,3100,386,"1500 rpm Max Speed | 5 Star Rating | 1 Years Comprehensive , 2 Year Motor & Free Extended Warranty"
9,"Voltas Beko 8 kg Semi Automatic Top Load Washing Machine Blue, White","₹10,290","₹18,990",45% off,4.3,22167,1453,1350 rpm Max Speed | 5 Star Rating | 1 Year Warranty on Product and 5 Years Warranty on Motor
9,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor
9,"Samsung 9 kg 5 star, Ecobubble, Wi-Fi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹23,490","₹30,500",22% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
9,"ONIDA 7 kg Washer only White, Maroon","₹5,788","₹6,690",13% off,4.2,30955,3244,"780 rpm Max Speed | 1 Year Comprehensive Warranty on Product, 7 Years Warranty on Motor"
9,"Godrej 6.5 kg AI Powered, FabriSafe Drum, Eco Wash Fully Automatic Front Load Washing Machine White","₹20,990","₹43,000",51% off,4,1260,125,1000 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
9,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Lo...","₹13,990","₹27,300",48% off,4.2,9824,678,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
9,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...","₹10,490","₹12,800",18% off,4.4,41641,2713,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor
9,Samsung 7 kg with Steam Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹39,990","₹43,700",8% off,4.4,5499,436,"1200 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
9,Godrej 8 kg Semi Automatic Top Load Washing Machine Grey,"₹13,319","₹21,645",38% off,4.2,636,52,1440 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Godrej
9,"TCL 10 kg 5 Star with Extra Powerful Motor, Magic Filter and Fast Dry Semi Automatic Top Load Washing ...","₹10,490","₹27,000",61% off,4,356,14,"1300 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 5 Years Warranty on Wash Motor"
9,MOTOROLA 7 kg Super Steam Technology Fully Automatic Front Load Washing Machine with In-built Heater B...,"₹21,190","₹40,990",48% off,4.1,12688,1563,1000 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Product and 10 Years Special Warranty on Wash Motor
9,"Samsung 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹19,490","₹27,000",27% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
9,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,490","₹23,250",24% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor
9,"Samsung 8 kg 5 Star, Digital Inverter Motor,Hygiene Steam, Fully Automatic Front Load Washing Machine ...","₹36,128","₹51,700",30% off,4.4,5499,436,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
9,"Voltas Beko 8 kg Semi Automatic Top Load Washing Machine Maroon, White","₹10,200","₹18,790",45% off,4.2,19,1,1350 RPM Max Speed | 5 Star Rating | 2 Year Comprehensive warranty + additional 3 Year On both motors.
9,"Samsung 10 kg 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Soft Closing Door, Wi-Fi, Digital I...","₹25,990","₹33,990",23% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 Years comprehensive warranty on product, 20 Years warranty on Digital Inverter Motor."
9,"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹33,990","₹45,990",26% off,4.3,28925,2208,"1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
9,Godrej 7.5 kg Inbuilt Heater with Unbalanced Load Sensing Fully Automatic Top Load Washing Machine wit...,"₹16,990","₹33,000",48% off,4.2,4094,303,670 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
9,"IFB 9 kg 5 Star with DeepClean Technology, PowerSteam, AI Powered,Aqua Energie Fully Automatic Top Loa...","₹25,128","₹35,690",29% off,4.2,307,30,"720 rpm Max Speed | 5 Star Rating | With In-Built Heater | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Warranty on Spares Support"
9,"Samsung 9 kg 5 Star, Digital Inverter Motor, Hygiene Steam, Fully Automatic Front Load Washing Machine...","₹40,490","₹54,500",25% off,4.4,747,79,"1400 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
9,"Samsung 8.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹13,990","₹17,490",20% off,4.4,37700,2362,"1300 rpm Max Speed | 5 Star Rating | 2 years comprehensive on product,5 Year Warranty on Wash Motor(T&C Apply)"
10,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor
10,"Samsung 9 kg 5 star, Ecobubble, Wi-Fi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹23,490","₹30,500",22% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
10,"Samsung 7 kg with Steam ,Wi-Fi Enabled Fully Automatic Front Load Washing Machine Black","₹36,882","₹52,500",29% off,N/A,N/A,N/A,"1200 RPM Max Speed | 5 Star Rating | With Wi-Fi Connectivity | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
10,"IFB 9 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹36,490","₹48,990",25% off,4.3,28925,2208,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
10,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Lo...","₹13,990","₹27,300",48% off,4.2,9824,678,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
10,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...","₹10,490","₹12,800",18% off,4.4,41641,2713,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor
10,LG 8 kg Semi Automatic Top Load Washing Machine Maroon,"₹12,890","₹19,990",35% off,4.4,27,0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 5 Years on Wash Motor
10,"LG 10 kg 5 Star Semi Automatic Top Load Washing Machine Grey, White","₹15,498","₹21,426",27% off,4.5,7214,458,1300 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor
10,realme TechLife 8 kg In-built Heater with ExpertWash Fully Automatic Front Load Washing Machine with I...,"₹23,290","₹43,990",47% off,4.1,2427,302,1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Product and 10 Years Special Warranty on Wash Motor
10,"Kenstar 8.5 Kg Swift Dry Lid Semi Automatic Top Load Washing Machine White, Red","₹9,190","₹17,990",48% off,4.2,403,49,1300 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 5 Years Warranty on Wash Motor
10,"Samsung 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹19,490","₹27,000",27% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
10,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,490","₹23,250",24% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor
10,Voltas Beko 10 kg Semi Automatic Top Load Washing Machine Blue,"₹10,990","₹20,590",46% off,4.3,58,2,"1350 RPM Max Speed | 5 Star Rating | 1 Year Comprehensive warranty, 5 Year Wash Motor warranty & 4 Year Spin Motor Warranty."
10,LG 7.5 kg Semi Automatic Top Load Washing Machine Maroon,"₹11,599","₹17,120",32% off,4.4,723,39,1300 RPM Max Speed | 5 Star Rating | 2 years comprehensive warranty on product and 5 years on wash motor
10,"Samsung 10 kg 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Soft Closing Door, Wi-Fi, Digital I...","₹25,990","₹33,990",23% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 Years comprehensive warranty on product, 20 Years warranty on Digital Inverter Motor."
10,"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹33,990","₹45,990",26% off,4.3,28925,2208,"1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
10,realme TechLife 7 kg In-built Heater with ExpertWash Fully Automatic Front Load Washing Machine with I...,"₹21,190","₹39,990",47% off,4.1,2427,302,1000 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Product and 10 Years Special Warranty on Wash Motor
10,"IFB 11 kg 5 Star with DeepClean Technology, Power Steam, AI Powered, Aqua Energie, 5D Wash Fully Autom...","₹36,990","₹46,040",19% off,4,4,0,"720 rpm Max Speed | 5 Star Rating | With In-Built Heater | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
10,Sansui 9 kg Semi Automatic Top Load Washing Machine Red,"₹9,990","₹19,990",50% off,N/A,N/A,N/A,1350 RPM Max Speed | 5 Star Rating | Warranty - 2 Year Comprehensive and 5 Year on Wash Motor.
10,"Thomson 11 kg 5 Star Aqua Magic Double Waterfall Semi Automatic Top Load Washing Machine Black, Grey","₹10,999","₹16,499",33% off,4.1,29103,2452,1400 RPM Max Speed | 2 Years Warranty on Product and 5 Years Warranty on Motor
10,Whirlpool 10 kg Bloomwash Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹24,990","₹31,200",19% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor & Prime Mover
10,"Samsung 9 kg 5 Star, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam, Digital Inverter Motor Fully Aut...","₹37,990","₹50,990",25% off,4.3,25134,1735,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 2 Years Comprehensive Warranty on Product, 20 Years warranty on Digital Inverter Motor."
10,Thomson 10 kg 5 Star Aqua Magic Double Waterfall Semi Automatic Top Load Washing Machine Black,"₹9,999","₹14,999",33% off,4.1,29103,2452,1400 RPM Max Speed | 2 Years Warranty on Product and 5 Years Warranty on Motor
10,Whirlpool 8 kg Semi Automatic Top Load Washing Machine Purple,"₹11,340","₹15,500",26% off,4.3,369,24,0 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 10 Years on Motor
11,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor
11,"Samsung 9 kg 5 star, Ecobubble, Wi-Fi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹23,490","₹30,500",22% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
11,"Samsung 8.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹13,990","₹17,490",20% off,4.4,37700,2362,"1300 rpm Max Speed | 5 Star Rating | 2 years comprehensive on product,5 Year Warranty on Wash Motor(T&C Apply)"
11,"IFB 7.5 kg 5 Star with DeepClean Technology, PowerSteam, AI Powered,Aqua Energie Fully Automatic Top L...","₹20,990","₹29,530",28% off,4.2,57,3,"720 rpm Max Speed | 5 Star Rating | With In-Built Heater | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Warranty on Spares Support"
11,"LG 11.5 kg 5 Star, Roller Jet Pulsator with Soak, Wind Jet Dry Technology and Rust Free Plastic, Rat A...","₹18,499","₹25,490",27% off,4.5,206,8,1350 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor
11,"Voltas Beko by A Tata Product 7.5 kg Washer only Maroon, White","₹5,446","₹7,490",27% off,4.1,2678,188,"700 RPM Max Speed | 1 Year Comprehensive Warranty on Product, 5 Years Warranty on Motor"
11,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Lo...","₹13,990","₹27,300",48% off,4.2,9824,678,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
11,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...","₹10,490","₹12,800",18% off,4.4,41641,2713,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor
11,"Godrej 10.5 Kg 5 Star, Toughened Glass Lid With Stainless Steel Drum, Drying at 1440 RPM Speed Semi Au...","₹17,637","₹27,500",35% off,4.2,78,10,1440 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor
11,Whirlpool 7 kg Semi Automatic Top Load Washing Machine Beige,"₹9,776","₹14,200",31% off,4.3,20,1,1400 RPM Max Speed | 5 Star Rating | 2 years comprehensive and 3 years on wash motor & prime mover
11,"Samsung 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹19,490","₹27,000",27% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
11,"Samsung 10 kg 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Soft Closing Door, Wi-Fi, Digital I...","₹25,990","₹33,990",23% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 Years comprehensive warranty on product, 20 Years warranty on Digital Inverter Motor."
11,Whirlpool 8 kg Semi Automatic Top Load Washing Machine Red,"₹11,489","₹16,700",31% off,4.4,299,20,"1400 RPM Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 10 Years Warranty on Wash Motor, 4 years warranty on spin motor from Whirlpool"
11,"Kenstar 8.5 Kg Swift Dry Lid Semi Automatic Top Load Washing Machine White, Red","₹9,190","₹17,990",48% off,4.2,403,49,1300 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 5 Years Warranty on Wash Motor
11,LG 8 kg Semi Automatic Top Load Washing Machine Maroon,"₹12,890","₹19,990",35% off,4.4,27,0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 5 Years on Wash Motor
11,Sansui 9 kg Semi Automatic Top Load Washing Machine Red,"₹9,990","₹19,990",50% off,N/A,N/A,N/A,1350 RPM Max Speed | 5 Star Rating | Warranty - 2 Year Comprehensive and 5 Year on Wash Motor.
11,Whirlpool 6.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹15,190","₹21,150",28% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor
11,"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹33,990","₹45,990",26% off,4.3,28925,2208,"1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
11,IFB 9 kg Fully Automatic Top Load Washing Machine with In-built Heater Black,"₹25,045","₹35,690",29% off,4.2,307,30,720 RPM Max Speed | 5 Star Rating | With In-Built Heater | 4 Years Super Warranty + 10 Years Spare Parts Support + 10 Years Motor Warranty
11,"IFB 8 kg 5 Star with Steam Refresh Program, 9 Swirl wash, Eco Inverter, Powered by AI with WiFi Fully ...","₹42,390","₹58,290",27% off,4.3,28925,2208,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
11,"IFB 9 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹36,490","₹48,990",25% off,4.3,28925,2208,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
11,Whirlpool 10 kg Bloomwash Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹24,990","₹31,200",19% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor & Prime Mover
11,Whirlpool 7.5 kg Semi Automatic Top Load Washing Machine Red,"₹10,999","₹14,250",22% off,4.2,62,4,1450 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor and Prime Mover from Whirlpool
11,Whirlpool 8 kg Semi Automatic Top Load Washing Machine Purple,"₹11,340","₹15,500",26% off,4.3,369,24,0 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 10 Years on Motor
12,Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine Maroon,"₹8,810","₹12,990",32% off,4.1,346,24,1350 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive
12,Haier 10.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Silver,"₹25,539","₹37,490",31% off,4.3,71997,8065,780 rpm Max Speed | 5 Star Rating | With In-Built Heater | 5 Years Comprehensive and 12 years on motor
12,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Lo...","₹13,990","₹27,300",48% off,4.2,9824,678,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
12,Voltas Beko by A Tata Product 14 kg Semi Automatic Top Load Washing Machine Blue,"₹15,900","₹24,590",35% off,4.3,22167,1453,"1350 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 5 Years Warranty on Spin Motor and 10 Years Warranty on Wash Motor"
12,"Haier 8.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹12,500","₹18,000",30% off,8.5,N/A,N/A,1300 RPM Max Speed | 5 Star Rating | 1 Year Warranty on Product and 10 Years Warranty on Motor
12,"Voltas Beko by A Tata Product 14 kg Semi Automatic Top Load Washing Machine Maroon, White","₹14,380","₹24,590",41% off,4,459,27,"1350 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 5 Years Spin Motor Warranty and 10 Years Wash Motor Warranty"
12,Lloyd by Havells 8 kg |1300 RPM|Soak Function|3 Wash Programs|Swift Dry| Magic Filter Semi Automatic T...,"₹11,490","₹17,890",35% off,4.3,1499,108,1300 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 5 Years Warranty on Motor
12,"Whirlpool 9 kg 5 Star with Auto Restart, End of Cycle Buzzer, Lint Filter and Collar Scrubber Semi Aut...","₹13,345","₹18,700",28% off,4.4,41641,2713,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive warranty on Product 10 Years on wash motor 4 Years on Spin motor
12,InnoQ 7 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automati...,"₹7,195","₹17,990",60% off,4.2,3100,386,"1500 rpm Max Speed | 5 Star Rating | 1 Years Comprehensive , 2 Year Motor & Free Extended Warranty"
12,"LG 7 kg Semi Automatic Top Load Washing Machine Maroon, White","₹12,609","₹16,999",25% off,4.4,796,44,1350 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive and 5 Years on Motor From LG
