Page,Product Name,Current Price,Original Price,Discount,Rating Score,Ratings Count,Reviews Count,Highlights,Product URL
11,"MarQ by Flipkart 6 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Maroon(MQSA605NNNDM / MQSA60H5W)","₹6,990","₹11,990",41% off,4.3,30399.0,2662.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 04 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-6-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-white-maroon/p/itm11df0fd0f85df
11,"realme TechLife 7 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine Black, Grey(RMTL705NNNEG)","₹11,390","₹21,990",48% off,4.1,15944.0,1619.0,700 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-fabric-safe-wash-fully-automatic-top-load-washing-machine-black-grey/p/itm44899ee8a31d9
11,Midea 7 kg 5 Star Fully Automatic Top Load Washing Machine Grey,"₹13,990","₹19,990",30% off,4.1,1657.0,205.0,680 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 5 Years on motor,https://www.flipkart.com/midea-7-kg-5-star-fully-automatic-top-load-washing-machine-grey/p/itmaffa6370cf227
11,Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine White,"₹8,699","₹12,990",33% off,4.3,2412.0,162.0,1350 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive,https://www.flipkart.com/voltas-beko-tata-product-7-kg-semi-automatic-top-load-washing-machine-white/p/itm22c9f9f038241
11,"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey","₹7,890","₹13,990",43% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-5-kg-5-star-rating-semi-automatic-top-load-washing-machine-black-grey/p/itm16f231540f615
11,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46663.0,2900.0,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor,https://www.flipkart.com/whirlpool-7-kg-magic-clean-5-star-fully-automatic-top-load-washing-machine-grey/p/itm50fdb8ca1e478
11,BOSCH 8 kg 5 Star with 1360 High RPM Spin Motor Semi Automatic Top Load Washing Machine Multicolor,"₹12,999","₹18,400",29% off,4.1,382.0,30.0,1360 RPM Max Speed | 5 Star Rating | 2 Years Comprehension Warranty on Product and 7 Years Warranty on Wash Motor,https://www.flipkart.com/bosch-8-kg-5-star-1360-high-rpm-spin-motor-semi-automatic-top-load-washing-machine-multicolor/p/itme0b5f02564cb5
11,"Samsung 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver(WW70T502NAN1TL)","₹39,990","₹54,500",26% off,4.4,747.0,79.0,"1400 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",https://www.flipkart.com/samsung-9-kg-5-star-digital-inverter-motor-hygiene-steam-fully-automatic-front-load-washing-machine-black/p/itmd2e3408c6a570
11,realme TechLife 10 kg Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹25,990","₹58,990",55% off,4.1,2436.0,302.0,1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Product and 10 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-10-kg-fully-automatic-front-load-washing-machine-in-built-heater-grey/p/itmdcaa6347cf4e8
11,"Haier 10 kg Toughened Glass, Anti Bacterial Vortex Pulsator, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine with In-built Heater Black, Grey(HTW100-178BKN)","₹14,999","₹23,500",36% off,4.3,6638.0,401.0,1300 rpm Max Speed | 5 Star Rating | 3 Years Warranty on Product and 5 Years Warranty on Wash Motor,https://www.flipkart.com/haier-10-kg-toughened-glass-anti-bacterial-vortex-pulsator-1300-rpm-spray-function-wash-programs-magic-filter-rat-mesh-semi-automatic-top-load-washing-machine-in-built-heater-black-grey/p/itmaedbc2a77e03b
11,Thomson 7 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Blue,"₹7,490","₹10,499",28% off,4.1,29244.0,2462.0,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-7-kg-5-star-aqua-magic-semi-automatic-top-load-washing-machine-blue/p/itmdb64fb93d499e
11,"MarQ by Flipkart 7 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine Blue, White","₹7,390","₹13,990",47% off,4.3,62170.0,6114.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-7-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-blue-white/p/itm461e5e0bd2125
11,"Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine White, Maroon","₹8,199","₹12,896",36% off,4.3,2412.0,162.0,1350 RPM Max Speed | 5 Star Rating | 2 year comprehensive,https://www.flipkart.com/voltas-beko-tata-product-7-kg-semi-automatic-top-load-washing-machine-white-maroon/p/itm22c9f9f038241
11,Samsung 7 kg with Steam Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹39,990","₹43,700",8% off,4.4,5499.0,435.0,"1200 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",https://www.flipkart.com/samsung-7-kg-steam-fully-automatic-front-load-washing-machine-in-built-heater-black/p/itmd2e3408c6a570
11,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Load Washing Machine Grey, Black(WTEON ALP 70 5.0 FDUN GPGR)","₹13,990","₹27,300",48% off,4.2,9874.0,682.0,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/godrej-7-kg-zero-pressure-technology-fills-tub-60-faster-fabrisafe-steel-drum-fully-automatic-top-load-washing-machine-grey-black/p/itm98364367d4e69
11,realme TechLife 8 kg In-built Heater with ExpertWash Fully Automatic Front Load Washing Machine with In-built Heater Grey(RMFL805NHIJG),"₹22,990","₹43,990",47% off,4.1,2436.0,302.0,1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Product and 10 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-8-kg-in-built-heater-expertwash-fully-automatic-front-load-washing-machine-grey/p/itm651bfcdb62fae
11,Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine White,"₹8,299","₹12,990",36% off,4.3,2412.0,162.0,"1350 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 5 Years Spin Motor Warranty and 10 Years Motor Warranty",https://www.flipkart.com/voltas-beko-tata-product-7-kg-semi-automatic-top-load-washing-machine-white/p/itm22c9f9f038241
11,"LG 10 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Rat Away, 6.5 Kg (Spin Tub Capacity) Semi Automatic Top Load Washing Machine Maroon, White(P1050SRAZ)","₹17,429","₹20,490",14% off,4.5,1124.0,76.0,1300 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive and 5 Years on Motor from LG,https://www.flipkart.com/lg-10-kg-5-star-roller-jet-pulsator-soak-wind-dry-rat-away-6-5-spin-tub-capacity-semi-automatic-top-load-washing-machine-maroon-white/p/itm10b39aecb1922
12,"Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine Maroon, White","₹8,649","₹12,990",33% off,4.3,2412.0,162.0,1350 RPM Max Speed | 5 Star Rating | 2 YEARS COMPREHENSIVE WARRENTY AND ADDITIONAL 3 YEARS WARRENTY ON BOTH MOTORS.,https://www.flipkart.com/voltas-beko-tata-product-7-kg-semi-automatic-top-load-washing-machine-maroon-white/p/itm22c9f9f038241
12,Samsung 7 kg Diamond Drum Fully Automatic Top Load Washing Machine Silver,"₹14,790","₹21,000",29% off,4.3,104994.0,6702.0,680 rpm Max Speed | 3 Star Rating | 2 year comprehensive warranty on the product,https://www.flipkart.com/samsung-7-kg-diamond-drum-fully-automatic-top-load-washing-machine-silver/p/itm45d6cd26e5975
12,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Washing Machine Grey(MAGIC CLEAN 7.0 GREY DAZZLE (5YR))","₹8,490","₹12,800",33% off,4.4,41859.0,2721.0,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor,https://www.flipkart.com/whirlpool-7-kg-5-star-ace-wash-station-1400-rpm-speed-rust-proof-semi-automatic-top-load-washing-machine-grey/p/itm4a1a90b50cd6a
12,"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black","₹7,890","₹12,490",36% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-semi-automatic-top-load-washing-machine-white-black/p/itmc94e124668ec6
12,"Haier 10.5 kg With Ultra Fresh Air Technology, Oceanus Wave Steel Drum, Balance Clean Pulsator, Custom Wash Cycles with 15 Mins Quick Wash, Magic Filter Fully Automatic Top Load Washing Machine Grey, Black(ETL105-CAFS8)","₹23,990","₹42,000",42% off,4.2,707.0,72.0,780 rpm Max Speed | 5 Star Rating | 3 Years Comprehensive Warranty on Product 12 Years Warranty on Wash Motor,https://www.flipkart.com/haier-10-5-kg-ultra-fresh-air-technology-oceanus-wave-steel-drum-balance-clean-pulsator-custom-wash-cycles-15-mins-quick-wash-magic-filter-fully-automatic-top-load-washing-machine-grey-black/p/itm3d962bb771e99
12,LG 11.5 kg Semi Automatic Top Load Washing Machine Black,"₹18,290","₹25,500",28% off,4.5,164.0,9.0,1300 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Motor,https://www.flipkart.com/lg-11-5-kg-semi-automatic-top-load-washing-machine-black/p/itmf5044ffa6e5b1
12,"MarQ by Flipkart 6 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Maroon(MQSA605NNNDM / MQSA60H5W)","₹6,990","₹11,990",41% off,4.3,30399.0,2662.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 04 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-6-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-white-maroon/p/itm11df0fd0f85df
12,"realme TechLife 7 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine Black, Grey(RMTL705NNNEG)","₹11,390","₹21,990",48% off,4.1,15944.0,1619.0,700 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-fabric-safe-wash-fully-automatic-top-load-washing-machine-black-grey/p/itm44899ee8a31d9
12,"Samsung 9 kg with Steam ,Wi-Fi Enabled Fully Automatic Front Load Washing Machine Black","₹45,345","₹62,000",26% off,,,,"1400 RPM Max Speed | 5 Star Rating | With Wi-Fi Connectivity | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",https://www.flipkart.com/samsung-9-kg-steam-wi-fi-enabled-fully-automatic-front-load-washing-machine-black/p/itmd2e3408c6a570
12,BOSCH 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹37,990","₹52,190",27% off,4.3,12950.0,949.0,1200 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 year manufacturer,https://www.flipkart.com/bosch-9-kg-fully-automatic-front-load-washing-machine-in-built-heater-silver/p/itm7624fbbcf1b5a
12,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Enabled Steam Wash Inverter Technology Fully Automatic Front Load...,"₹30,190","₹64,999",53% off,4.0,2453.0,313.0,1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Product and 10 Years Special Warranty on Wash Motor,https://www.flipkart.com/motorola-10-5-kg-smart-wi-fi-enabled-steam-wash-inverter-technology-fully-automatic-front-load-washing-machine-in-built-heater-grey/p/itma52e4958b6324
12,"ONIDA 6.5 kg 5 Star 10 Wash Programs, Stainless Steel Drum, Fully Automatic Top Load Washing Machine White(T65CBR)","₹11,290","₹19,990",43% off,4.2,56085.0,6150.0,"700 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 5 Years Warranty on Wash Motor Only",https://www.flipkart.com/onida-6-5-kg-5-star-10-wash-programs-stainless-steel-drum-fully-automatic-top-load-washing-machine-white/p/itm89e34820898e1
12,"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey","₹7,890","₹13,990",43% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-5-kg-5-star-rating-semi-automatic-top-load-washing-machine-black-grey/p/itm16f231540f615
12,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46663.0,2900.0,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor,https://www.flipkart.com/whirlpool-7-kg-magic-clean-5-star-fully-automatic-top-load-washing-machine-grey/p/itm50fdb8ca1e478
12,Voltas Beko 8 kg Semi Automatic Top Load Washing Machine Blue,"₹10,949","₹19,990",45% off,4.4,112.0,11.0,1350 RPM Max Speed | 5 Star Rating | 1 Year Complete Warranty + 4 year Wash Motor Warranty,https://www.flipkart.com/voltas-beko-8-kg-semi-automatic-top-load-washing-machine-blue/p/itmbd5e30e123e1b
12,"Midea 7.5 kg 5 Star Rust proof Body, Air Dry Function, Rat Away Feature Semi Automatic Top Load Washin...","₹7,790","₹12,490",37% off,4.1,42.0,4.0,1300 rpm Max Speed | 2 Years Warranty on Product and 5 Years Warranty on Wash Motor,https://www.flipkart.com/midea-7-5-kg-5-star-rust-proof-body-air-dry-function-rat-away-feature-semi-automatic-top-load-washing-machine-maroon-white/p/itm29c29ac09fabb
12,Thomson 7 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Blue,"₹7,490","₹10,499",28% off,4.1,29244.0,2462.0,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-7-kg-5-star-aqua-magic-semi-automatic-top-load-washing-machine-blue/p/itmdb64fb93d499e
12,"MarQ by Flipkart 7 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine Blue, White","₹7,390","₹13,990",47% off,4.3,62170.0,6114.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-7-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-blue-white/p/itm461e5e0bd2125
12,"Samsung 7 kg with Steam ,Wi-Fi Enabled Fully Automatic Front Load Washing Machine Black","₹36,882","₹52,500",29% off,,,,"1200 RPM Max Speed | 5 Star Rating | With Wi-Fi Connectivity | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",https://www.flipkart.com/samsung-7-kg-steam-wi-fi-enabled-fully-automatic-front-load-washing-machine-black/p/itmd2e3408c6a570
12,"LG 12/7 kg Washer with Dryer AI Direct Drive Technology, Wi-Fi Enabled , Reduce allergens & wrinkles with Steam+ cycles, TurboWash Ready to Wear Clothes, Optimal wash for different fabrics & In-built Heater, Fully Automatic with In-built Heater Black(FHD1207STB)","₹59,999","₹88,990",32% off,4.3,2289.0,138.0,"1400 rpm Max Speed | With In-Built Heater | With Wi-Fi Connectivity | 2 Years on product, 10 Years on Motor (T&C Apply) | Contact Brand for queries/assistance @ [08069379999, WhatsApp: 9711709999 & Email: serviceindia@lge.com] and provide product's model name and seller's details mentioned on your invoice. Brand's service centre will allot you a convenient slot for the service.",https://www.flipkart.com/lg-12-7-kg-washer-dryer-ai-direct-drive-technology-wi-fi-enabled-reduce-allergens-wrinkles-steam-cycles-turbowash-ready-wear-clothes-optimal-wash-different-fabrics-in-built-heater-fully-automatic-heater-black/p/itm48eb8e066341e
12,"LG Electronics 7.5 kg Semi Automatic Top Load Washing Machine Grey, White","₹12,130","₹17,990",32% off,4.4,34.0,2.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Motor,https://www.flipkart.com/lg-electronics-7-5-kg-semi-automatic-top-load-washing-machine-grey-white/p/itmbe1b1855be78f
12,Godrej 8 kg Semi Automatic Top Load Washing Machine Grey,"₹13,319","₹21,645",38% off,4.2,644.0,54.0,1440 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Godrej,https://www.flipkart.com/godrej-8-kg-semi-automatic-top-load-washing-machine-grey/p/itmd358ca6887330
12,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Load Washing Machine Grey, Black(WTEON ALP 70 5.0 FDUN GPGR)","₹13,990","₹27,300",48% off,4.2,9874.0,682.0,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/godrej-7-kg-zero-pressure-technology-fills-tub-60-faster-fabrisafe-steel-drum-fully-automatic-top-load-washing-machine-grey-black/p/itm98364367d4e69
12,"Thomson 8 kg 5 Star Aqua Magic Grande Series with Floral Toughened Glass and Double Waterfall Semi Automatic Top Load Washing Machine Black, Grey(TSG8000)","₹8,999","₹12,999",30% off,4.1,29244.0,2462.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-8-kg-5-star-aqua-magic-grande-series-floral-toughened-glass-double-waterfall-semi-automatic-top-load-washing-machine-black-grey/p/itm19805c9b3ce40
13,LG 7 kg 5 Star Semi Automatic Top Load Washing Machine Red,"₹12,165","₹14,990",18% off,4.4,796.0,44.0,1300 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive and 5 Years on Motor from LG,https://www.flipkart.com/lg-7-kg-5-star-semi-automatic-top-load-washing-machine-red/p/itm784215bfd4383
13,"Whirlpool 10 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey, Black","₹23,990","₹36,750",34% off,3.9,26.0,1.0,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 3 Years Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/whirlpool-10-kg-fully-automatic-top-load-washing-machine-in-built-heater-grey-black/p/itm17a299dea56e4
13,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Washing Machine Grey(MAGIC CLEAN 7.0 GREY DAZZLE (5YR))","₹8,490","₹12,800",33% off,4.4,41859.0,2721.0,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor,https://www.flipkart.com/whirlpool-7-kg-5-star-ace-wash-station-1400-rpm-speed-rust-proof-semi-automatic-top-load-washing-machine-grey/p/itm4a1a90b50cd6a
13,"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black","₹7,890","₹12,490",36% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-semi-automatic-top-load-washing-machine-white-black/p/itmc94e124668ec6
13,Voltas Beko by A Tata Product 6.5 kg Fully Automatic Top Load Washing Machine Black,"₹13,685","₹24,490",44% off,4.1,2364.0,170.0,700 rpm Max Speed | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/voltas-beko-tata-product-6-5-kg-fully-automatic-top-load-washing-machine-black/p/itmacd8a9edb1567
13,Whirlpool 7 kg Semi Automatic Top Load Washing Machine Maroon,"₹9,559","₹14,066",32% off,4.2,122.0,5.0,1400 RPM Max Speed | 5 Star Rating | .,https://www.flipkart.com/whirlpool-7-kg-semi-automatic-top-load-washing-machine-maroon/p/itm9d641666d94e3
13,ONIDA 7.5 kg 5 Star Dual Action Pulsator Quadra Scrub Fully Automatic Top Load Washing Machine Black,"₹13,499","₹23,090",41% off,4.2,56085.0,6150.0,750 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Wash Motor from Onida,https://www.flipkart.com/onida-7-5-kg-5-star-dual-action-pulsator-quadra-scrub-fully-automatic-top-load-washing-machine-black/p/itmfaab1a46865bd
13,InnoQ 10 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automatic Top Load Washing Machine Black(10-TURBO-EXL-WB),"₹9,699","₹24,990",61% off,4.2,3127.0,388.0,"1500 rpm Max Speed | 5 Star Rating | 1 Years Comprehensive , 2 Year Motor & Free Extended Warranty",https://www.flipkart.com/innoq-10-kg-turbo-wash-buzzer-wheels-jet-dryer-magic-filter-lint-semi-automatic-top-load-washing-machine-black/p/itm9f64ced86c792
13,"MarQ by Flipkart 6 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Maroon(MQSA605NNNDM / MQSA60H5W)","₹6,990","₹11,990",41% off,4.3,30399.0,2662.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 04 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-6-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-white-maroon/p/itm11df0fd0f85df
13,"realme TechLife 7 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine Black, Grey(RMTL705NNNEG)","₹11,390","₹21,990",48% off,4.1,15944.0,1619.0,700 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-fabric-safe-wash-fully-automatic-top-load-washing-machine-black-grey/p/itm44899ee8a31d9
13,"BOSCH 8 kg Fully Automatic Top Load Washing Machine Black, Maroon","₹25,500","₹35,490",28% off,4.2,15.0,1.0,680 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/bosch-8-kg-fully-automatic-top-load-washing-machine-black-maroon/p/itma614b0f4bb45b
13,realme TechLife 12 kg MegaWash Range Fully Automatic Top Load Washing Machine with In-built Heater Grey(RMTL1205NHNHG),"₹38,990",,,4.3,437.0,43.0,700 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-12-kg-megawash-range-fully-automatic-top-load-washing-machine-in-built-heater-grey/p/itm9e6c588a8e942
13,"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey","₹7,890","₹13,990",43% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-5-kg-5-star-rating-semi-automatic-top-load-washing-machine-black-grey/p/itm16f231540f615
13,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46663.0,2900.0,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor,https://www.flipkart.com/whirlpool-7-kg-magic-clean-5-star-fully-automatic-top-load-washing-machine-grey/p/itm50fdb8ca1e478
13,LG 8 kg Semi Automatic Top Load Washing Machine Maroon,"₹12,890","₹19,990",35% off,4.3,30.0,0.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 5 Years on Wash Motor,https://www.flipkart.com/lg-8-kg-semi-automatic-top-load-washing-machine-maroon/p/itmb74d1042e663b
13,"Haier 9 kg Toughened Glass with Digital Kingfisher Print, Anti Bacterial Vortex Pulsator, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi Automatic Top Load Washing Machine Black, Grey(HTW90-178FL)","₹14,550","₹20,500",29% off,4.3,6638.0,401.0,1300 rpm Max Speed | 5 Star Rating | 3 Years Comphrehensive Warranty and 5 years in Wash and spin motor Warranty,https://www.flipkart.com/haier-9-kg-toughened-glass-digital-kingfisher-print-anti-bacterial-vortex-pulsator-1300-rpm-spray-function-wash-programs-magic-filter-rat-mesh-semi-automatic-top-load-washing-machine-black-grey/p/itm66a1e3eba896c
13,"Whirlpool 9.5 kg 5 Star,With Hard water wash Fully Automatic Top Load Washing Machine with In-built Heater Grey(360 BW PRO-H 9.5 GRAPHITE 10YMW)","₹21,879","₹33,250",34% off,4.1,2187.0,211.0,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 3 Years Comprehensive Warranty and 10 Years Warranty on Motor from Whirlpool,https://www.flipkart.com/whirlpool-9-5-kg-5-star-with-hard-water-wash-fully-automatic-top-load-washing-machine-in-built-heater-grey/p/itm06523a4f643e2
13,"Voltas Beko by A Tata Product 14 kg Semi Automatic Top Load Washing Machine Maroon, White","₹14,380","₹24,590",41% off,4.0,460.0,27.0,"1350 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 5 Years Spin Motor Warranty and 10 Years Wash Motor Warranty",https://www.flipkart.com/voltas-beko-tata-product-14-kg-semi-automatic-top-load-washing-machine-maroon-white/p/itm7ca84f1701f67
13,Thomson 7 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Blue,"₹7,490","₹10,499",28% off,4.1,29244.0,2462.0,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-7-kg-5-star-aqua-magic-semi-automatic-top-load-washing-machine-blue/p/itmdb64fb93d499e
13,"MarQ by Flipkart 7 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine Blue, White","₹7,390","₹13,990",47% off,4.3,62170.0,6114.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-7-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-blue-white/p/itm461e5e0bd2125
13,"Voltas Beko by A Tata Product 6.5 kg with Fountain Wash, Baffle Filter and Eco Wash with 10 Wash Programs Fully Automatic Top Load Washing Machine Grey(WTL65UPSC)","₹17,290","₹28,990",40% off,3.9,170.0,19.0,740 rpm Max Speed | 5 Star Rating | 3 Years Comprehensive Warranty on Product and 12 Years Warranty on Motor,https://www.flipkart.com/voltas-beko-tata-product-6-5-kg-fountain-wash-baffle-filter-eco-wash-10-programs-fully-automatic-top-load-washing-machine-grey/p/itm3109bdfbf7408
13,Voltas Beko by A Tata Product 6 kg Fully Automatic Top Load Washing Machine Grey,"₹13,297","₹20,490",35% off,3.0,4.0,0.0,700 rpm Max Speed | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/voltas-beko-tata-product-6-kg-fully-automatic-top-load-washing-machine-grey/p/itmacd8a9edb1567
